,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8676,582,France,Male,41,1,40488.76,1,1,0,128528.83,0
1959,707,France,Male,33,8,136678.52,1,1,0,54290.62,0
8162,621,France,Male,27,4,137003.68,1,1,0,21254.06,0
751,758,Germany,Female,47,9,95523.16,1,1,0,73294.48,0
4498,570,France,Male,30,2,131406.56,1,1,1,47952.45,0
2011,570,France,Male,32,9,117337.54,2,0,1,62810.91,0
2876,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
7548,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0
6396,684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0
4132,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
2052,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0
6198,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
6283,726,France,Male,37,2,132057.92,2,1,0,34743.98,0
8367,499,France,Male,60,7,76961.6,2,1,1,83643.87,0
1321,724,France,Male,40,6,0.0,2,0,0,106149.48,0
9213,584,France,Female,40,4,82441.75,1,0,0,80852.11,0
1559,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0
425,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
1077,658,France,Male,29,3,145512.84,1,1,0,20207.02,0
3081,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
4645,522,France,Female,34,3,0.0,2,1,1,3894.34,0
7021,672,France,Male,28,4,167268.98,1,1,1,169469.3,0
4819,613,France,Male,26,4,100446.57,1,0,1,149653.81,0
2112,472,Spain,Female,28,4,0.0,2,1,0,1801.77,0
1425,726,France,Female,42,2,109471.79,1,0,1,175161.05,0
1461,611,Spain,Male,34,4,0.0,2,1,0,170950.58,0
7406,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0
2226,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0
3955,625,France,Male,39,2,0.0,2,1,0,100403.05,0
197,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
876,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0
1333,539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0
9691,765,France,Male,42,4,123311.39,2,1,1,82868.34,0
2964,721,France,Male,46,1,115764.32,2,0,0,102950.79,0
5746,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
8857,624,France,Male,36,6,0.0,2,0,0,84749.96,0
5682,620,Spain,Male,29,9,0.0,2,1,0,13133.88,0
1502,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
2976,729,France,Male,39,4,121404.64,1,1,1,159618.17,0
7665,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
5030,562,Germany,Male,33,8,92659.2,2,1,0,1354.25,0
9724,485,France,Male,41,2,100254.76,2,1,1,12706.67,0
6051,723,Spain,Female,45,4,0.0,2,1,0,37214.39,0
5480,765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0
3215,726,France,Female,32,8,0.0,2,0,0,185075.63,0
872,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
3348,825,France,Male,40,6,132308.22,1,0,0,117122.5,0
5868,713,France,Male,46,5,0.0,1,1,1,55701.62,0
5980,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0
9353,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0
1498,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
4401,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0
1039,714,France,Female,72,3,0.0,1,1,1,86733.61,0
2959,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
8104,769,France,Female,31,6,117852.26,2,1,0,147668.64,0
5992,758,France,Female,32,2,84378.9,1,1,1,75396.43,0
2258,466,France,Female,36,5,119540.15,1,0,1,80603.99,0
1809,639,France,Female,50,6,115335.32,2,1,1,53130.41,0
7382,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0
6108,507,France,Male,41,3,58820.32,2,1,1,138536.09,0
3404,573,France,Female,23,2,0.0,1,1,0,122964.18,0
5279,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
6675,654,Spain,Female,36,5,0.0,2,0,0,157238.05,0
6419,729,France,Male,44,6,0.0,2,1,0,151733.43,0
6370,707,France,Male,35,2,0.0,3,1,1,94148.3,0
8790,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0
845,505,France,Male,49,7,80001.23,1,0,0,135180.11,0
440,626,France,Female,35,3,0.0,1,0,0,80190.36,0
1506,747,France,Male,27,10,0.0,2,0,0,13007.89,0
6818,698,France,Male,41,3,90605.29,1,1,1,14357.0,0
2904,715,France,Female,35,3,0.0,1,1,1,152012.36,0
7891,678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0
5615,520,France,Female,29,8,95947.76,1,1,0,4696.44,0
2071,686,Spain,Female,36,5,0.0,2,1,1,152979.14,0
4532,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
9668,720,Spain,Male,34,3,0.0,2,1,1,77047.78,0
3755,744,France,Male,29,1,0.0,1,0,0,82422.97,0
2763,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
145,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0
6442,491,France,Male,33,5,83134.3,1,1,0,187946.55,0
4934,670,France,Female,54,2,95507.12,1,1,1,63213.31,0
6212,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0
6414,618,France,Female,21,2,125682.79,1,0,0,57762.0,0
9211,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
7408,715,France,Male,35,2,141005.47,1,1,1,60407.93,0
5499,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0
5709,644,France,Female,39,9,0.0,1,1,0,3740.93,0
8436,834,Spain,Male,40,7,0.0,2,0,0,45038.74,0
2003,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
7045,850,France,Female,36,6,0.0,2,1,1,190194.95,0
9274,560,Spain,Female,33,9,0.0,1,0,1,183358.21,0
5743,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0
1801,452,France,Male,30,7,112935.87,1,1,1,99017.34,0
5660,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0
7575,561,Germany,Male,49,5,94754.0,1,1,1,26691.31,0
2331,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
7618,578,France,Female,40,7,0.0,2,0,0,102233.73,0
9651,469,France,Male,33,1,127818.52,1,1,0,163477.22,0
8621,568,France,Male,33,7,0.0,2,1,0,143450.61,0
98,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0
1716,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0
4317,492,France,Female,28,9,0.0,2,1,0,95957.09,0
4517,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0
2712,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
4932,683,France,Female,29,0,157829.12,1,0,0,129891.66,0
4178,510,France,Female,32,1,0.0,2,0,1,28515.17,0
6714,825,France,Female,36,3,146053.66,1,1,1,138344.7,0
6166,773,France,Male,64,2,145578.28,1,0,1,186172.85,0
5738,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
3056,685,France,Male,58,1,104796.54,1,1,1,154181.41,0
4539,718,France,Female,37,7,0.0,2,1,1,55100.09,0
513,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
2426,793,France,Female,41,3,141806.46,1,1,0,102921.17,0
9079,516,Spain,Female,27,1,0.0,1,0,1,112311.15,0
5372,598,Spain,Female,39,5,0.0,2,1,1,83103.46,0
4896,605,France,Male,41,5,91612.91,1,1,1,28427.84,0
5574,503,Spain,Female,36,9,0.0,2,1,1,16274.67,0
8779,701,France,Female,34,3,105588.66,1,0,1,74694.41,0
4210,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0
1197,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0
9785,455,France,Female,27,5,155879.09,2,0,0,70774.97,0
1743,476,France,Male,40,6,0.0,1,1,1,22735.45,0
3851,631,France,Male,26,1,149144.61,1,0,1,123697.95,0
7170,678,France,Male,36,0,107379.68,1,1,1,84460.18,0
3848,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0
2047,549,France,Male,37,2,112541.54,2,0,0,47432.43,0
6822,669,Germany,Male,47,0,63723.78,2,1,1,181928.25,0
1652,616,France,Male,59,5,153861.1,1,1,1,17699.48,0
6955,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0
7964,564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0
6983,706,France,Male,35,5,0.0,2,1,1,81718.37,0
9703,682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0
8496,577,Spain,Male,43,3,0.0,2,1,1,135008.92,0
414,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0
3660,494,Spain,Male,27,2,0.0,2,1,0,22404.64,0
2441,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0
1635,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
8855,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
3034,770,France,Male,36,2,89800.14,1,1,1,105922.69,0
1661,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
1001,788,France,Female,43,10,0.0,2,1,1,116111.51,0
3489,593,Spain,Male,43,10,0.0,2,0,0,53478.02,0
7872,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0
7784,741,France,Female,64,2,69311.16,1,1,1,59237.72,0
6035,617,France,Male,34,1,61687.33,2,1,0,105965.25,0
3907,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
4149,623,France,Female,39,1,160903.2,1,0,0,78774.36,0
7601,828,France,Male,31,9,0.0,1,0,1,164257.37,0
3823,627,France,Male,31,8,128131.73,1,1,0,96131.47,0
4126,675,Spain,Male,32,10,0.0,2,1,0,191545.65,0
7910,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0
7000,775,France,Male,28,9,111167.7,1,1,0,149331.01,0
2626,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
8320,564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
2086,725,Spain,Female,32,0,0.0,2,1,1,138525.19,0
195,807,France,Male,35,3,174790.15,1,1,1,600.36,0
4313,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
2322,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0
6478,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
488,692,France,Male,30,2,0.0,2,0,1,130486.57,0
7030,574,France,Male,33,8,100267.03,1,1,0,103006.27,0
4947,753,France,Female,62,6,0.0,2,1,1,136398.9,0
7600,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
3753,777,France,Male,23,6,0.0,2,1,1,163225.48,0
360,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0
7559,701,Spain,Female,30,2,0.0,2,1,0,115650.63,0
1466,633,France,Female,29,7,169988.35,1,1,0,4272.0,0
8330,815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0
7366,598,Spain,Female,35,8,0.0,3,0,1,88658.73,0
4370,725,France,Male,39,4,160652.45,2,1,0,57643.55,0
5159,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0
3629,671,France,Female,48,8,115713.84,2,0,0,83210.84,0
5763,724,France,Female,32,6,0.0,2,1,1,150026.79,0
5625,508,France,Female,60,7,143262.04,1,1,1,129562.74,0
9767,554,France,Male,33,3,117413.95,1,1,1,12766.74,0
612,605,France,Female,64,2,129555.7,1,1,1,13601.79,0
5303,634,Spain,Male,25,9,0.0,2,1,1,8227.91,0
7810,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0
298,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
637,682,France,Male,48,1,138778.15,1,0,1,168840.23,0
6677,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0
3384,775,France,Female,66,9,0.0,2,1,1,67622.34,0
4818,752,France,Female,36,1,86837.95,1,1,1,105280.55,0
9047,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0
713,501,France,Female,41,3,144260.5,1,1,0,172114.67,0
6330,744,France,Female,39,6,0.0,1,0,0,10662.58,0
3884,709,France,Male,31,6,0.0,2,1,1,71009.84,0
5474,651,France,Female,34,9,0.0,2,1,0,138113.71,0
1949,516,France,Female,43,2,112773.73,2,1,1,139366.58,0
8580,529,France,Female,31,6,152310.55,1,1,0,13054.25,0
2610,682,France,Male,38,4,107192.38,1,1,1,15669.17,0
4379,669,France,Male,29,7,0.0,2,1,1,138145.62,0
2042,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
1678,570,France,Female,18,4,82767.42,1,1,0,71811.9,0
8619,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0
4986,684,Spain,Female,36,4,0.0,1,1,0,117038.96,0
4362,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
9152,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
9094,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0
1660,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
9511,738,France,Male,33,4,92676.3,1,1,0,105817.63,0
4219,543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
9170,694,France,Male,30,2,0.0,3,0,1,15039.41,0
3582,686,France,Male,35,4,0.0,1,1,0,8816.37,0
4856,796,France,Male,44,8,165326.2,1,1,1,57205.55,0
5844,695,France,Male,29,5,0.0,2,1,1,6770.44,0
628,649,France,Male,47,1,0.0,2,1,1,145593.85,0
8108,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0
1775,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
9385,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0
556,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0
7578,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
7470,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
8357,651,France,Male,34,3,0.0,2,1,1,105599.65,0
6842,614,France,Male,36,1,118311.76,1,1,0,146134.68,0
8079,643,France,Male,37,6,0.0,2,0,0,142454.77,0
4011,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0
3434,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
6344,850,France,Male,41,3,0.0,2,1,0,128892.36,0
8517,688,France,Male,20,8,137624.4,2,1,1,197582.79,0
9552,664,France,Female,41,5,0.0,1,1,1,152054.33,0
818,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0
2865,715,France,Male,21,6,76467.16,1,1,1,173511.72,0
2311,645,France,Male,19,9,128514.84,1,0,0,175969.19,0
8655,611,France,Male,30,9,0.0,2,1,1,148887.69,0
1802,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
9277,633,France,Male,29,7,0.0,1,1,1,130224.73,0
4284,732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
7340,689,France,Male,39,4,0.0,2,1,0,196112.45,0
5464,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
5874,597,France,Male,19,2,0.0,2,1,1,91036.74,0
5248,669,France,Male,39,3,119452.03,1,1,1,171575.54,0
8961,603,France,Male,44,9,0.0,1,1,0,138328.24,0
3762,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
8043,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0
1432,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0
1992,613,France,Female,29,6,185709.28,2,1,1,77242.19,0
7027,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0
275,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0
6665,506,Spain,Male,32,8,0.0,2,0,1,182692.8,0
6107,703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0
2140,653,France,Male,41,8,102768.42,1,1,0,55663.85,0
2905,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0
4985,554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0
1400,684,France,Female,27,9,122550.05,2,0,1,137835.82,0
5920,698,France,Male,36,6,0.0,2,0,1,19231.98,0
1250,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0
6228,663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0
5930,826,France,Female,30,5,0.0,2,0,1,157397.57,0
9699,763,France,Female,23,2,0.0,2,1,0,153983.99,0
1172,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0
3474,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
4552,610,France,Female,25,2,0.0,2,1,0,123723.83,0
7191,501,France,Male,42,9,114631.23,1,0,1,91429.74,0
2926,510,France,Male,63,8,0.0,2,1,1,115291.86,0
2012,841,France,Male,74,9,108131.53,1,0,1,60830.38,0
509,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0
7287,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0
1981,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0
500,555,Spain,Male,32,4,0.0,2,1,1,54405.79,0
3041,671,France,Male,34,7,106603.74,2,1,1,26387.71,0
2020,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0
877,652,Spain,Female,42,4,0.0,2,1,1,38152.01,0
6908,733,Spain,Female,38,5,0.0,2,1,1,1271.51,0
258,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
6786,833,France,Male,30,1,0.0,2,1,0,141860.62,0
826,680,France,Female,47,5,0.0,2,1,1,179843.33,0
2442,680,France,Female,34,1,0.0,2,1,0,167035.07,0
5051,704,Spain,Male,36,8,127397.34,1,1,0,151335.24,0
956,807,Spain,Female,43,0,0.0,2,0,1,85523.24,0
2255,478,Spain,Male,43,1,0.0,2,1,1,197916.43,0
3799,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0
9830,593,France,Male,32,6,99162.29,1,1,0,128384.11,0
2742,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
3581,637,France,Male,33,5,0.0,2,1,0,139947.17,0
2565,705,France,Female,50,4,77065.9,2,0,1,145159.26,0
8404,586,Germany,Female,47,5,157099.47,2,1,1,65481.86,0
889,542,France,Female,43,8,145618.37,1,0,1,10350.74,0
1826,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
6805,614,France,Female,35,1,0.0,2,1,1,3342.62,0
1322,700,France,Female,44,2,58781.76,1,1,0,16874.92,0
5641,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
5382,724,France,Female,40,6,110054.45,1,1,1,86950.72,0
2998,751,France,Male,47,5,142669.93,2,1,0,162760.96,0
5795,709,France,Male,39,8,0.0,2,1,0,56214.09,0
8328,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0
6392,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
8067,530,France,Female,29,5,0.0,2,0,0,121451.21,0
8654,586,Germany,Male,42,6,126704.49,2,1,0,41682.3,0
3714,823,France,Male,34,3,105057.33,1,1,0,9217.92,0
2345,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0
1866,559,France,Female,70,9,0.0,1,1,1,122996.76,0
2963,655,France,Female,51,3,0.0,2,0,1,15801.02,0
1579,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
4285,623,France,Male,40,5,118788.57,1,1,0,192867.4,0
4895,784,France,Male,31,7,0.0,2,1,1,143204.41,0
9441,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
5766,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
2699,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
9420,657,France,Female,28,7,0.0,2,0,1,5177.62,0
8556,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0
4950,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
1564,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0
9522,418,France,Male,35,7,0.0,2,1,1,88878.15,0
675,563,France,Female,39,5,0.0,2,1,1,17603.81,0
2551,537,France,Female,53,3,0.0,1,1,1,91406.62,0
9985,659,France,Male,36,6,123841.49,2,1,0,96833.0,0
7588,579,Spain,Male,33,1,0.0,2,1,1,54816.57,0
445,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
8297,584,France,Female,35,2,114321.28,2,0,0,15959.01,0
4122,577,France,Male,60,10,125389.7,2,1,1,178616.73,0
5068,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
4566,652,France,Female,40,4,79927.36,2,1,1,33524.6,0
9312,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0
8238,679,Spain,Female,40,7,0.0,2,1,1,163757.29,0
8858,747,Spain,Male,37,1,0.0,2,0,1,180551.76,0
735,497,France,Male,47,6,0.0,1,1,1,90055.08,0
3397,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
2682,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
6491,687,France,Female,30,6,0.0,2,0,0,179206.92,0
7164,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
8148,780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0
7429,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
2010,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
6037,711,Spain,Male,32,5,0.0,2,1,1,147720.27,0
2906,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0
1542,530,France,Female,33,4,129307.32,1,1,1,172930.28,0
7885,792,France,Female,42,0,99045.93,2,1,0,47160.01,0
8749,683,France,Male,47,1,0.0,2,1,0,148989.15,0
4620,680,France,Male,33,2,108393.35,1,0,1,39057.67,0
2921,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
3552,833,France,Female,39,3,0.0,2,1,0,1710.89,0
5039,660,France,Female,38,5,110570.78,2,1,0,195906.59,0
6347,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
4635,619,France,Female,33,2,167733.51,2,1,1,65222.48,0
485,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
8962,687,France,Male,38,0,144450.58,1,0,1,137276.83,0
6458,589,France,Male,36,1,100895.54,1,1,1,68075.14,0
9439,705,France,Female,31,3,142905.51,1,1,1,58134.97,0
486,641,France,Male,37,7,0.0,2,1,0,75248.3,0
7243,634,France,Male,77,5,0.0,2,1,1,161579.85,0
1642,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0
5047,471,Spain,Male,26,8,0.0,2,1,1,179655.87,0
7268,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0
4232,745,France,Male,47,5,0.0,2,0,0,145789.71,0
8864,832,France,Female,29,5,0.0,2,1,0,178779.52,0
8869,669,France,Female,41,0,150219.41,2,0,0,107839.03,0
397,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
6164,710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0
259,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
1497,631,France,Male,35,9,112392.45,2,1,0,24472.23,0
2363,571,France,Female,33,9,0.0,2,0,1,77519.62,0
6624,565,France,Male,46,7,135369.71,1,0,1,140130.22,0
3535,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0
3863,674,France,Female,28,3,0.0,1,1,0,51536.99,0
3432,790,France,Male,26,5,0.0,1,1,0,20510.79,0
3162,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
3598,720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
8113,421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0
8405,583,France,Male,40,3,0.0,2,1,0,47728.0,0
2075,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0
3632,560,Spain,Female,26,3,116576.45,1,1,0,157567.37,0
5079,427,France,Male,37,5,0.0,2,1,1,121485.1,0
9347,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0
3980,673,France,Male,65,0,0.0,1,1,1,85733.33,0
5699,684,France,Male,35,6,135871.5,1,1,1,87219.41,0
953,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0
1076,702,Spain,Male,39,8,0.0,2,1,0,99654.13,0
3150,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
3510,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
8286,632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0
8545,513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0
7200,524,France,Male,28,1,93577.3,1,1,1,51670.82,0
374,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
3509,777,France,Male,37,1,0.0,1,1,1,126837.72,0
492,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
2461,637,France,Male,40,8,125470.81,1,1,1,174536.17,0
2466,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
4105,815,Spain,Male,28,6,0.0,2,0,1,185547.71,0
9180,637,France,Female,44,2,0.0,2,1,0,149665.65,0
8800,691,France,Male,37,9,149405.18,1,1,1,146411.6,0
7789,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0
3084,770,France,Female,30,8,0.0,2,1,0,100557.03,0
9099,738,France,Male,29,2,0.0,2,1,1,170421.13,0
642,583,France,Female,27,1,125406.58,1,1,1,110784.42,0
7637,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
6940,575,France,Male,46,1,0.0,2,1,1,65998.26,0
5575,656,France,Male,40,2,0.0,2,1,1,180553.48,0
266,498,France,Male,34,2,0.0,2,1,1,148528.24,0
9230,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
2062,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
299,627,France,Male,33,5,0.0,2,1,1,103737.82,0
2323,583,France,Male,51,6,125268.03,2,1,0,165082.25,0
9667,596,France,Male,37,2,0.0,1,0,1,121175.86,0
5545,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
7694,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0
9198,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
1902,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0
5267,584,France,Male,26,4,0.0,2,1,0,147600.54,0
4391,718,France,Male,38,7,0.0,2,1,0,38308.34,0
5889,727,France,Female,31,2,52192.08,2,0,1,160383.47,0
5513,708,France,Female,33,8,0.0,2,0,1,15246.83,0
9493,664,France,Female,36,0,103502.22,1,1,1,146191.82,0
8260,640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0
9001,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0
6651,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
5566,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0
341,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
8677,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0
9197,557,France,Male,34,3,83074.0,1,1,0,132673.22,0
1864,607,France,Male,45,7,123859.6,1,0,1,113051.57,0
1007,564,France,Male,42,7,99824.45,1,1,1,36721.4,0
9706,512,France,Female,30,6,0.0,2,1,0,88827.31,0
9569,710,Spain,Female,30,10,0.0,2,1,0,19500.1,0
8666,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0
5273,529,France,Male,32,9,147493.89,1,1,0,33656.35,0
7413,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
3252,641,France,Male,31,10,155978.17,1,1,0,91510.71,0
3181,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
3948,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
9587,719,Germany,Female,76,10,95052.29,1,1,0,176244.87,0
2843,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0
2256,696,France,Male,33,2,163139.27,1,1,1,7035.36,0
6804,692,France,Female,30,7,0.0,2,1,1,18826.34,0
8903,520,France,Male,35,9,105387.89,1,1,1,25059.06,0
146,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0
6140,488,France,Female,31,8,97588.6,1,0,0,124210.53,0
1362,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0
180,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
